love,17547,Love,sex,27546,Sexual_intercourse,0.677
tiger,30075,Tiger,cat,6678,Cat,0.735
tiger,30075,Tiger,tiger,30075,Tiger,1.0
book,3778,Book,paper,16861908,Paper,0.746
computer,7878457,Computer,keyboard,18842281,Computer_keyboard,0.76199996
computer,7878457,Computer,internet,14539,Internet,0.758
plane,46770,Fixed-wing_aircraft,car,13673345,Car,0.5770000000000001
train,30598,Train,car,13673345,Car,0.631
telephone,30003,Telephone,communication,33094374,Telecommunication,0.75
television,29831,Television,radio,173088,Radio_broadcasting,0.677
media,19641,Mass_media,radio,173088,Radio_broadcasting,0.742
drug,9311172,Drug,abuse,424739,Abuse,0.685
bread,36969,Bread,butter,46183,Butter,0.619
cucumber,164491,Cucumber,potato,23501,Potato,0.5920000000000001
doctor,23315,Physician,nurse,18403271,Nursing,0.7
professor,20646803,Professor,doctor,188886,Doctorate,0.662
student,155526,Student,professor,20646803,Professor,0.6809999999999999
smart,519280,Intelligence,student,155526,Student,0.46199998
smart,519280,Intelligence,stupid,19159221,Stupidity,0.581
company,4918223,Company,stock,19372783,Stock,0.708
stock,19372783,Stock,phone,30003,Telephone,0.162
stock,19372783,Stock,CD,6429,Compact_disc,0.131
stock,19372783,Stock,jaguar,147676,Jaguar_Cars,0.092
stock,19372783,Stock,egg,19196010,Egg_(food),0.18100000000000002
fertility,257215,Fertility,egg,484939,Egg,0.669
book,3778,Book,library,17727,Library,0.746
bank,19360669,Bank,money,8983183,Money,0.812
wood,33550,Wood,forest,11090,Forest,0.773
professor,20646803,Professor,cucumber,164491,Cucumber,0.031
king,19012,Monarch,cabbage,55115,Cabbage,0.023
king,19012,Monarch,queen,887147,Queen_regnant,0.858
king,47485,King_(chess),rook,47615,Rook_(chess),0.5920000000000001
bishop,4092,Bishop,rabbi,51273,Rabbi,0.669
Jerusalem,16043,Jerusalem,Israel,9282173,Israel,0.846
Jerusalem,16043,Jerusalem,Palestinian,23267,Palestinians,0.765
holy,12178732,Sacred,sex,27546,Sexual_intercourse,0.162
fuck,5575722,Fuck,sex,27546,Sexual_intercourse,0.94399995
Maradona,8485,Diego_Maradona,football,10568,Association_football,0.862
football,18951490,American_football,basketball,3921,Basketball,0.6809999999999999
football,10568,Association_football,tennis,29773,Tennis,0.6629999999999999
tennis,29773,Tennis,racket,52664,Racket_(sports_equipment),0.7559999999999999
Arafat,34289,Yasser_Arafat,peace,24702,Peace,0.6729999999999999
Arafat,34289,Yasser_Arafat,terror,30636,Terrorism,0.765
Arafat,34289,Yasser_Arafat,Jackson,14995351,Michael_Jackson,0.25
law,18949668,Law,lawyer,17541,Lawyer,0.838
movie,21555729,Film,star,5796,Celebrity,0.73800004
movie,21555729,Film,popcorn,232176,Popcorn,0.619
movie,21555729,Film,critic,11065202,Film_criticism,0.6729999999999999
movie,21555729,Film,theater,77819,Movie_theater,0.792
physics,22939,Physics,proton,23317,Proton,0.812
physics,22939,Physics,chemistry,5180,Chemistry,0.735
space,27667,Space,chemistry,5180,Chemistry,0.488
alcohol,1014,Alcohol,chemistry,5180,Chemistry,0.5539999999999999
vodka,32787,Vodka,gin,12988,Gin,0.846
vodka,32787,Vodka,brandy,45189,Brandy,0.813
drink,18948043,Alcoholic_beverage,car,13673345,Car,0.304
drink,7984,Drink,ear,768413,Ear,0.131
drink,7984,Drink,mouth,9293603,Mouth,0.596
drink,66254,Drinking,eat,212818,Eating,0.687
baby,73165,Infant,mother,83430,Mother,0.78499997
drink,7984,Drink,mother,83430,Mother,0.26500002
coast,5236,Coast,shore,47777152,Shore,0.91
furnace,238150,Furnace,stove,556358,Stove,0.879
food,10646,Food,fruit,10843,Fruit,0.752
bird,3410,Bird,cock,26574,Rooster,0.71
bird,3410,Bird,crane,198041,Crane_(bird),0.73800004
crane,318378,Crane_(machine),implement,30677,Tool,0.26899999999999996
journey,155747,Travel,car,13673345,Car,0.585
monk,419369,Monk,oracle,22589,Oracle,0.5
cemetery,63752,Cemetery,woodland,66986,Woodland,0.20799999
food,10646,Food,rooster,26574,Rooster,0.442
coast,5236,Coast,hill,1408983,Hill,0.43800002
forest,11090,Forest,graveyard,63752,Cemetery,0.185
shore,47777152,Shore,woodland,66986,Woodland,0.308
monk,419369,Monk,slave,27992,Slavery,0.092
coast,5236,Coast,forest,11090,Forest,0.315
chord,297947,Chord_(geometry),smile,187557,Smile,0.054000000000000006
glass,12581,Glass,magician,25152964,Magic_(illusion),0.20799999
noon,209005,Noon,string,1810027,Twine,0.054000000000000006
money,8983183,Money,dollar,8100,Dollar,0.8420000000000001
money,8983183,Money,currency,5665,Currency,0.904
money,8983183,Money,wealth,192617,Wealth,0.8270000000000001
money,8983183,Money,property,23626,Property,0.757
money,8983183,Money,possession,24189,Possession_(law),0.7290000000000001
money,8983183,Money,bank,19360669,Bank,0.85
money,8983183,Money,deposit,30873450,Deposit_account,0.773
money,8983183,Money,laundering,19390,Money_laundering,0.565
money,8983183,Money,operation,45599,Surgery,0.331
tiger,30075,Tiger,jaguar,16217,Jaguar,0.8
tiger,30075,Tiger,feline,11302,Felidae,0.8
tiger,30075,Tiger,carnivore,6543,Carnivore,0.708
tiger,30075,Tiger,mammal,18838,Mammal,0.685
tiger,30075,Tiger,animal,11039790,Animal,0.7
tiger,30075,Tiger,organism,19653842,Organism,0.47700000000000004
tiger,30075,Tiger,fauna,722672,Fauna,0.562
tiger,30075,Tiger,zoo,9096372,Zoo,0.5870000000000001
psychology,22921,Psychology,psychiatry,18973869,Psychiatry,0.80799997
psychology,22921,Psychology,anxiety,922,Anxiety,0.7
psychology,22921,Psychology,fear,10828,Fear,0.685
psychology,22921,Psychology,depression,8389,Major_depressive_disorder,0.742
psychology,22921,Psychology,clinic,832314,Clinic,0.6579999999999999
psychology,22921,Psychology,doctor,23315,Physician,0.642
psychology,22921,Psychology,Freud,26743,Sigmund_Freud,0.821
psychology,22921,Psychology,mind,19378,Mind,0.769
psychology,22921,Psychology,health,80381,Health,0.723
psychology,22921,Psychology,science,26700,Science,0.6709999999999999
psychology,22921,Psychology,cognition,106238,Cognition,0.748
planet,22915,Planet,star,26808,Star,0.84499997
planet,22915,Planet,constellation,5267,Constellation,0.80600005
planet,22915,Planet,moon,53306,Natural_satellite,0.80799997
planet,22915,Planet,sun,26751,Sun,0.80200005
planet,22915,Planet,galaxy,12558,Galaxy,0.8109999999999999
planet,22915,Planet,space,177602,Outer_space,0.792
planet,22915,Planet,astronomer,580,Astronomer,0.794
precedent,23004,Precedent,information,18985062,Information,0.385
precedent,23004,Precedent,cognition,106238,Cognition,0.281
precedent,23004,Precedent,law,18949668,Law,0.665
precedent,23004,Precedent,collection,40097,Collecting,0.25
precedent,23004,Precedent,group,191253,Social_group,0.177
jaguar,16217,Jaguar,cat,6678,Cat,0.742
jaguar,147676,Jaguar_Cars,car,13673345,Car,0.727
energy,9649,Energy,secretary,214196,Secretary,0.18100000000000002
secretary,739237,Minister_(government),senate,44417,Senate,0.506
energy,9649,Energy,laboratory,173351,Laboratory,0.509
computer,7878457,Computer,laboratory,173351,Laboratory,0.67800003
weapon,33496,Weapon,secret,66505,Secrecy,0.606
FBI,11127,Federal_Bureau_of_Investigation,fingerprint,84777,Fingerprint,0.6940000000000001
FBI,11127,Federal_Bureau_of_Investigation,investigation,37297,Criminal_procedure,0.83100003
Mars,14640471,Mars,water,33306,Water,0.294
Mars,14640471,Mars,scientist,26997,Scientist,0.563
news,20781999,News,report,4692150,Report,0.816
canyon,78478,Canyon,landscape,205135,Landscape,0.753
image,71925,Image,surface,27865,Surface,0.456
discovery,53231,Discovery_(observation),space,27667,Space,0.634
water,33306,Water,seepage,1276437,Soil_mechanics,0.6559999999999999
sign,28130,Sign,recess,1134265,Recess_(break),0.23800000000000002
Wednesday,54634,Wednesday,news,20781999,News,0.222
mile,19159,Mile,kilometer,50510,Kilometre,0.866
computer,7878457,Computer,news,20781999,News,0.44699997
territory,37842745,Territory,surface,27865,Surface,0.53400004
atmosphere,202899,Atmosphere,landscape,205135,Landscape,0.36900002
president,24110,President,medal,375211,Medal,0.3
war,33158,War,troops,37338,Soldier,0.813
record,4380391,World_record,number,21690,Number,0.631
skin,27978,Skin,eye,157898,Eye,0.622
Japanese,186932,Japanese_people,American,3434750,United_States,0.65
theater,20913771,Theatre,history,10772350,History,0.391
volunteer,30874303,Volunteering,motto,70210,Motto,0.25599998
decoration,250041,"Military_orders,_awards_and_decorations",valor,49899,Courage,0.563
century,5881,Century,year,34341,Year,0.759
century,5881,Century,nation,21754,Nation,0.316
minister,739237,Minister_(government),party,23996,Political_party,0.6629999999999999
peace,24702,Peace,plan,6357583,Case_(policy_debate),0.475
minority,437868,Minority_group,peace,24702,Peace,0.36900002
government,12229,Government,crisis,492128,Crisis,0.6559999999999999
deployment,3758871,Military_deployment,withdrawal,1531454,Withdrawal_(military),0.588
energy,2935251,Energy_industry,crisis,492128,Crisis,0.594
announcement,156659,Announcer,news,20781999,News,0.7559999999999999
announcement,156659,Announcer,effort,9649,Energy,0.275
stroke,625404,Stroke,hospital,18994221,Hospital,0.703
disability,56285,Disability,death,8221,Death,0.547
victim,32573,Victimology,emergency,146334,Emergency,0.64699996
treatment,180121,Pharmaceutical_drug,recovery,239217,Healing,0.7909999999999999
journal,324572,Academic_journal,association,377828,Professional_association,0.49699998
doctor,23315,Physician,personnel,46053,Human_resources,0.5
reason,42446,Reason,hypertension,77432,Hypertension,0.23099999
Harvard,18426501,Harvard_University,Yale,34273,Yale_University,0.813
hospital,18994221,Hospital,infrastructure,174521,Infrastructure,0.46299999999999997
death,5902,Capital_punishment,inmate,232180,Convict,0.503
lawyer,17541,Lawyer,evidence,2001231,Evidence_(law),0.669
life,18393,Life,death,8221,Death,0.7879999999999999
governor,56231,Governor,interview,236975,Interview,0.325
OPEC,166346,OPEC,country,5165,Country,0.563
peace,24702,Peace,atmosphere,202899,Atmosphere,0.36900002
peace,24702,Peace,insurance,15176,Insurance,0.294
territory,37842745,Territory,kilometer,50510,Kilometre,0.528
travel,155747,Travel,activity,189037,Physical_exercise,0.5
competition,4715992,Competition_(economics),price,211295,Price,0.644
consumer,7818,Consumer,confidence,2973525,Confidence,0.41300002
consumer,7818,Consumer,energy,2935251,Energy_industry,0.475
problem,1467948,Problem_solving,airport,37575,Airport,0.23800000000000002
car,13673345,Car,flight,159472,Flight,0.49400002
credit,1698417,Credit_(finance),card,17182301,Credit_card,0.80600005
credit,1698417,Credit_(finance),information,18985062,Information,0.531
grocery,239196,Grocery_store,money,8983183,Money,0.594
month,20354,Month,hotel,14276,Hotel,0.18100000000000002
bed,951407,Bed,closet,49402,Closet,0.672
closet,49402,Closet,clothes,38180,Clothing,0.8
impartiality,1659824,Impartiality,interest,20982422,Interest_(emotion),0.516
direction,4767947,Direction_(geometry),combination,5308,Combination,0.225
street,199065,Street,avenue,1006179,Avenue_(landscape),0.888
street,199065,Street,block,948686,City_block,0.688
street,199065,Street,children,128987,Child,0.49400002
listing,202009,Listed_building,proximity,39378,Distance,0.25599998
cell,735672,Cellular_network,phone,30003,Telephone,0.7809999999999999
media,19641,Mass_media,trading,29678,Trade,0.38799999999999996
media,19641,Mass_media,gain,3371752,Gain_(accounting),0.28800002
dividend,41930,Dividend,payment,3648961,Payment,0.763
dividend,53696,Division_(mathematics),calculation,239121,Calculation,0.648
calculation,239121,Calculation,computation,5926,Computation,0.8440000000000001
OPEC,166346,OPEC,oil,4207510,Oil,0.8590000000000001
oil,4207510,Oil,stock,19372783,Stock,0.634
dollar,8100,Dollar,yen,34392,Japanese_yen,0.778
computer,7878457,Computer,software,5309,Software,0.85
network,4122592,Computer_network,hardware,21808348,Computer_hardware,0.83100003
phone,30003,Telephone,equipment,30677,Tool,0.713
equipment,30677,Tool,maker,39388,Manufacturing,0.59099996
luxury,251887,Luxury_vehicle,car,13673345,Car,0.64699996
report,4692150,Report,gain,3371752,Gain_(accounting),0.363
liquid,18993825,Liquid,water,33306,Water,0.789
baseball,3850,Baseball,season,690345,Season_(sports),0.597
game,18723138,Game,team,140801,Team,0.769
marathon,49132,Marathon,sprint,13111090,Sprint_race,0.747
seafood,26866,Seafood,sea,18842323,Sea,0.747
seafood,26866,Seafood,food,10646,Food,0.8340000000000001
seafood,26866,Seafood,lobster,46310,Lobster,0.87
lobster,46310,Lobster,food,10646,Food,0.7809999999999999
lobster,46310,Lobster,wine,32961,Wine,0.57
food,10646,Food,preparation,5355,Cooking,0.622
video,32441,Video,archive,316723,Archive,0.634
game,18723138,Game,round,146996,Tournament,0.597
championship,3884434,Championship,tournament,146996,Tournament,0.83599997
line,946963,Telephone_line,insurance,15176,Insurance,0.26899999999999996
day,8376,Day,summer,29392,Summer,0.39399999999999996
summer,29392,Summer,drought,37335,Drought,0.71599996
summer,29392,Summer,nature,21830,Nature,0.563
day,8376,Day,dawn,191061,Dawn,0.753
nature,21830,Nature,environment,558685,Natural_environment,0.83100003
environment,558685,Natural_environment,ecology,9630,Ecology,0.88100004
nature,5938176,Nature_(philosophy),man,15822899,Man,0.625
man,15822899,Man,woman,33183,Woman,0.83000004
man,15822899,Man,governor,56231,Governor,0.525
murder,20171,Murder,manslaughter,7397035,Manslaughter,0.853
soap,27009,Soap_opera,opera,22348,Opera,0.794
opera,22348,Opera,performance,224515,Performance,0.688
focus,68753,Attention,life,162456,Personal_life,0.406
production,39388,Manufacturing,crew,6801,Crew,0.625
television,29831,Television,film,21555729,Film,0.77199996
viewer,22649,Observation,serial,12749659,Serial_(radio_and_television),0.297
morality,43254,Morality,importance,20981836,Importance,0.331
morality,43254,Morality,marriage,19728,Marriage,0.36900002
Mexico,3966054,Mexico,Brazil,3383,Brazil,0.7440000000000001
change,329948,Social_change,attitude,363996,Attitude_(psychology),0.544
family,10401954,Family,planning,378010,Planning,0.625
opera,22348,Opera,industry,14543,Industry,0.263
ministry,739238,Minister_(Christianity),culture,19159508,Culture,0.469
size,43537463,Size,prominence,751115,Topographic_prominence,0.531
country,5165,Country,citizen,6784,Citizenship,0.731
planet,22915,Planet,people,3488351,People,0.575
development,148131,Economic_development,issue,4550188,Issue_(legal),0.397
experience,297724,Experience,music,18839,Music,0.34700000000000003
music,18839,Music,project,160483,Project,0.363
glass,12581,Glass,metal,19042,Metal,0.556
aluminum,904,Aluminium,metal,19042,Metal,0.7829999999999999
chance,22934,Probability,credibility,651358,Credibility,0.38799999999999996
exhibit,3218952,Collection_(artwork),memorabilia,937531,Souvenir,0.531
concert,236918,Concert,virtuoso,201480,Virtuoso,0.6809999999999999
rock,25423,Rock_music,jazz,15613,Jazz,0.759
museum,37585,Museum,theater,1690649,Theater_(building),0.7190000000000001
observation,22649,Observation,architecture,21296224,Architecture,0.43800002
space,27667,Space,world,38714,World,0.653
preservation,1866009,Environmentalism,world,38714,World,0.619
shower,19009110,Rain,thunderstorm,70807,Thunderstorm,0.631
shower,19009110,Rain,flood,50482,Flood,0.60300004
weather,33978,Weather,forecast,73231,Weather_forecasting,0.8340000000000001
disaster,8137,Disaster,area,1209,Area,0.625
governor,56231,Governor,office,382507,Office,0.634
architecture,21296224,Architecture,century,5881,Century,0.37799999999999995
